title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categoryName,url,Column
Bakary's empire,,,,Niamey,,NE,,+227 98 96 49 51,Restaurant,https://www.google.com/maps/search/?api=1&query=Bakary's%20empire&query_place_id=ChIJM8UQN1V10BER4XOvDyLmqCo,
Ali cise moov,,,F4Q4+F82,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Ali%20cise%20moov&query_place_id=ChIJ_82BDAB10BERh2sgpzkpnW4,
Arzika Food,,,,Niamey,,NE,,+227 99 59 07 40,Restaurant,https://www.google.com/maps/search/?api=1&query=Arzika%20Food&query_place_id=ChIJcx_O6DJ10BERhZ_id952SRA,
Irrazer,,,G3CX+C2P,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Irrazer&query_place_id=ChIJcTPxIf510BERA9ani9V7C-0,
Restaurant sénégalais,,,G38X+H8P,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20s%C3%A9n%C3%A9galais&query_place_id=ChIJr65ZX1F10BERZXfzYgy59XY,
Atieké rond-point Maorey,,,G487+F5W,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Atiek%C3%A9%20rond-point%20Maorey&query_place_id=ChIJh9ezZwB10BERpoBMB5mtC2U,
Bananta,,,"G447+CXX, Rue du terminus",Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Bananta&query_place_id=ChIJSbT0YQB10BERtw2igQ0uvGc,
Ets D.S,,,G4F3+VM4,Niamey,,NE,,+227 94 10 06 42,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Ets%20D.S&query_place_id=ChIJX4UfwoJ10BERTMQqwCXHF6M,
Omar fast-food,,,H446+WJG,Niamey,,NE,,,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Omar%20fast-food&query_place_id=ChIJB7QyJgCf2hERQabITo_khWk,
Bacirou marché harobanda,,,F3VW+3F4,Niamey,,NE,,,Magasin vendant du poulet,https://www.google.com/maps/search/?api=1&query=Bacirou%20march%C3%A9%20harobanda&query_place_id=ChIJMdV2wn110BERnNVlJPqbyGo,
La Nigérienne,,,12071,Niamey,,NE,,+227 90 26 26 26,Restaurant,https://www.google.com/maps/search/?api=1&query=La%20Nig%C3%A9rienne&query_place_id=ChIJmenPdPB10BERmM_e-avrbu4,
MaQuis Belle etoile,,,G4WF+R95,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=MaQuis%20Belle%20etoile&query_place_id=ChIJF9LOBQCf2hERydhfPa6JOIA,
Boutique Maïgarizé Maïgari Kaïné,,,H428+CHW,Niamey,,NE,,+227 92 31 71 79,Restaurant,https://www.google.com/maps/search/?api=1&query=Boutique%20Ma%C3%AFgariz%C3%A9%20Ma%C3%AFgari%20Ka%C3%AFn%C3%A9&query_place_id=ChIJBWmjP06f2hERdb2i1-KcMSQ,
Kaani Food Express,,,0,Niamey,,NE,,+227 87 77 20 18,Restaurant,https://www.google.com/maps/search/?api=1&query=Kaani%20Food%20Express&query_place_id=ChIJa4d_npuf2hER2AHC42TJsQA,
La Corne,,,,Niamey,,NE,,+227 90 90 49 02,Restaurant,https://www.google.com/maps/search/?api=1&query=La%20Corne&query_place_id=ChIJ12Wmyit10BERs48FpBABk2k,
Marche ran poind,,,G4M9+7JW Kirkosoye fadalombo,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Marche%20ran%20poind&query_place_id=ChIJceefMQB10BERkY9QrsbzPoo,
Mamifood,,,,Niamey,,NE,,+227 93 26 29 61,Restaurant,https://www.google.com/maps/search/?api=1&query=Mamifood&query_place_id=ChIJ_bgmAJJ10BER-Zy-x67rIE0,
Hanlan Niamey,,,Bp: 105,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Hanlan%20Niamey&query_place_id=ChIJm6fyoeh10BERbvC6NirtkNM,
GSH,,,13501,Niamey,,NE,,+227 90 34 04 04,Restaurant,https://www.google.com/maps/search/?api=1&query=GSH&query_place_id=ChIJ65obZDh10BERZWtEnw9zYno,
chez béret oussou,,,G45G+9HP,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=chez%20b%C3%A9ret%20oussou&query_place_id=ChIJ21MFR0B10BEROr5ZVsLSyMQ,
Babagana,,,G46G+J5R,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Babagana&query_place_id=ChIJ1SbpGwB10BER95teGCFYGZE,
Mob. Dance,,,G46G+J5F,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Mob.%20Dance&query_place_id=ChIJmyd4luN10BERPNWDIFRQM7c,
Habibou,,,G46G+J5R,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Habibou&query_place_id=ChIJF0dwPAB10BERKgO6uKX23jU,
Alimentation et maquis chez soum,,,G46G+J5R,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Alimentation%20et%20maquis%20chez%20soum&query_place_id=ChIJxbzBWwx10BERY4A1i5aJeRA,
Hamadou Karimou Majid,,,"06 56, Ave de l'Africa, Niamey 98 61",Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Hamadou%20Karimou%20Majid&query_place_id=ChIJ60mCrR110BEREMlA2DcNakg,
Eat my house,,,Koubia,Niamey,,NE,,+227 88 61 23 34,Restaurant,https://www.google.com/maps/search/?api=1&query=%D8%A3%D9%83%D9%84%20%D8%A8%D9%8A%D8%AA%D9%8A&query_place_id=ChIJA0k1ZY-d2hERvTZwU-6PiVM,
Les Petits Délices D'Aishé,,,BP 764,Niamey,,NE,,+227 91 38 73 90,Restaurant,https://www.google.com/maps/search/?api=1&query=Les%20Petits%20D%C3%A9lices%20D'Aish%C3%A9&query_place_id=ChIJ6dg3OTB10BERQglh0oGmdno,
Africa Mango,,,G477+66G,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Africa%20Mango&query_place_id=ChIJUY0X8Ql10BER5jz_ID0_blA,
COUPE FAIM RESTO,,,,Niamey,,NE,,+227 96 71 11 70,Restaurant,https://www.google.com/maps/search/?api=1&query=COUPE%20FAIM%20RESTO&query_place_id=ChIJQaPyEQCf2hERlxmBhHkKAA8,
Fast food Bon Appétit,,,H3QQ+5J,Niamey,,NE,,+227 82 16 18 04,Restaurant,https://www.google.com/maps/search/?api=1&query=Fast%20food%20Bon%20App%C3%A9tit&query_place_id=ChIJFwB4XwCf2hERiCyrHLj1JHU,
MaQuis chez Nassirou Assoumana,,,H4J8+9FG,,,NE,,+227 95 99 37 58,Restaurant,https://www.google.com/maps/search/?api=1&query=MaQuis%20chez%20Nassirou%20Assoumana&query_place_id=ChIJy7yEZgCf2hERdA0fZLyKSsc,
Food Square,,,H4C4+CQ5,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Food%20Square&query_place_id=ChIJeXGWUACf2hERzD3O34n4avA,
SÜBWAY FOOD,,,SÜBWAY FOOD,Niamey,,NE,,+227 81 54 56 46,Restaurant,https://www.google.com/maps/search/?api=1&query=S%C3%9CBWAY%20FOOD&query_place_id=ChIJ2_knXHKf2hERP_7CBxwnaEw,
Abdou Rahim,,,"Viña del Mar, Chili, Nigeria 227",,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Abdou%20Rahim&query_place_id=ChIJJ5JvKgCf2hERxkmnDiA5m1k,
Festi mai watché,,,H4R8+Q3X,,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Festi%20mai%20watch%C3%A9&query_place_id=ChIJz17RPACf2hERyW7uAGe3xJo,
Sahel Méchoui,,,G3WW+J97,Niamey,,NE,,+227 93 85 73 95,Restaurant,https://www.google.com/maps/search/?api=1&query=Sahel%20M%C3%A9choui&query_place_id=ChIJC7Y7o2ef2hER3yd717qTCP8,
Confijellies et PPM,,,Niamey,Niamey,,NE,,+227 97 31 19 33,Restaurant,https://www.google.com/maps/search/?api=1&query=Confijellies%20et%20PPM&query_place_id=ChIJ66TBTdif2hER_t-YAnpMbP4,
DJOLOF FOOD,,,"201, avenue du Général?De Gaulle",Niamey,,NE,,+227 90 00 13 67,Restaurant,https://www.google.com/maps/search/?api=1&query=DJOLOF%20FOOD&query_place_id=ChIJy4nA0mh10BERD29z96U94zg,
KADFOOD,,,"G3WW+J98, Unnamed Road",Niamey,,NE,,+227 85 76 67 14,Restaurant,https://www.google.com/maps/search/?api=1&query=KADFOOD&query_place_id=ChIJMUctzEWf2hERIDZkEbIG0yQ,
Grevens pizzeria,,,3 Blvd Mali Bero,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Grevens%20pizzeria&query_place_id=ChIJI9QNlt110BERmnIiCYMPS2Q,
Le Baudouin,,,Calao,Niamey,,NE,,+227 92 10 72 92,Restaurant,https://www.google.com/maps/search/?api=1&query=Le%20Baudouin&query_place_id=ChIJqYnP4-510BERKn8-vWmxWAE,
